poem content,label,confidence
"Has set a freshly-fashioned mound,",neutral,0.8862
And the soft and pleasing fair notes,joy,0.8585
"Breaks in fresh blushes from the East,",neutral,0.8778
Where they to that soft murm'ring quire,neutral,0.9182
"If a youth passes by, it may happen, no doubt,",neutral,0.8966
is good for men;,joy,0.9
They say the Lion and the Lizard keep,neutral,0.9556
"With a faint cry of rapturous wonder, he sank",fear,0.8815
In Agramant's possession were the two.,neutral,0.8921
"Fang'd Ciriatto, Grafflacane fierce,",anger,0.9294
"his nails are already pallid, and he is all of a tremble only",fear,0.9719
"On foreign land I'm doom'd my days to toil,",sadness,0.971
"Alas, alas for Hamelin!",sadness,0.9229
"To Cynthia, on concealment of her beauty",disgust,0.8805
"""Off to Tuonela the bearer,",neutral,0.9183
"And quickly still,",surprise,0.9378
A throng upon the shore of a great stream:,fear,0.8685
"K said, ""A Kangaroo is here,--this picture let him see.""",neutral,0.8666
"If so, then I said, we had started for Como, and meant to",neutral,0.9522
Gret joy wase to see.,joy,0.9195
When sees the Count Rollánd the breath of life,disgust,0.8668
The Vanquishts Cries joyn'd with the Victors shout;,joy,0.9698
"maior, Homereo non minor ore fuit,",neutral,0.8897
"significance. But an owl's face, with its glaring glassy eyes, is",disgust,0.8793
"There is a patch of poultry-stricken grass,",disgust,0.9164
"The long day over and the battle won,",joy,0.963
The place where a great city stands is not the place of stretch'd,neutral,0.8729
Like those of Ninety-Eight.,neutral,0.9493
"With sighs and tears I leave my native shore,",sadness,0.9023
Disposed already to obey the knight.,disgust,0.8614
"Old Johnny seem'd afraid he'd be too rash,",fear,0.9667
That takes his seat in Worship-street four times a week.,neutral,0.9276
"For I would have the planets, every one,",neutral,0.926
Thrilled with a novel and delicious fear.,fear,0.9843
"Your sorrow into my flesh, who cannot choose",sadness,0.9816
Then he turn'd to the future--and order'd his dinner.,neutral,0.8807
"No, no, my friend; there is an agony",sadness,0.8621
"""Excuse me, ma'am,"" as he scampered away;",fear,0.9303
"Above a folk, who far down as the throat",disgust,0.9132
Is that celestial name.,neutral,0.8658
"And wine were always iced,",neutral,0.8571
"Your name, your parents, and your native air:",neutral,0.9585
That voice of hers is stilled,neutral,0.884
A lengthen'd feud; for since some cause of wrath,anger,0.9705
"Offended unrevenged, wronged but unwroken,",anger,0.9598
"And carols float along the happy air,",joy,0.914
"And by the magic light, astonished, throw.",surprise,0.9788
As through the gloomy woods we went,sadness,0.9778
"Stretch his strong thighes, and th'ocean overstride,",neutral,0.8619
"The years are coming and going,",neutral,0.8676
"Is it real, hideous present?",disgust,0.8677
But peace eternal reigns upon the heights.,neutral,0.8916
I beheld the westward marches,fear,0.8812
By fetid odour of its very flower.,disgust,0.9867
Were traced in figures ever bold and bright:,neutral,0.8847
Yet everybody says I'm such a disagreeable man!,anger,0.8843
And I will give my body's fire,anger,0.9155
"But touches some above, and some below;",neutral,0.9415
And wild impatience stared in ev'ry face.,anger,0.9736
Which for its own completeness agitates,neutral,0.8884
"Like stars in heaven, and joyously it showed;",joy,0.9911
Saw floating by her faint eyes dizzily,fear,0.936
And euer besy weyes for to seche,neutral,0.9084
"Knaves, who in full assemblies have the knack",neutral,0.8986
Which in a king is a gret vice.,disgust,0.9165
His eyes how they twinkled! his dimples how merry!,joy,0.9474
"And merry is only a mask of sad,",sadness,0.9772
"A bloodless Sacrifice, but dread;",fear,0.9765
"That he, in fury uncontrolled,",anger,0.9898
"More roseate than angelic dew,",neutral,0.8617
Thou lovest; but ne'er knew love's sad satiety.,sadness,0.9609
"Your patient battle for the pure, the right.",neutral,0.9127
"""And the sky of thy South may be brighter than ours,",neutral,0.9095
And rise at nine in lieu of long eleven.,neutral,0.9678
"Waters of loveliest Hampton! Thy gray walls,",sadness,0.8962
versification. A knowledge of the themes and techniques of this,neutral,0.862
"Where'er they went, to lead their darkling way,",neutral,0.8606
"For Kris is a hero of old,",neutral,0.9084
Merry of soul he sailed on a day,sadness,0.9529
Then the curtaines will be drawn,neutral,0.87
"Health, ease, a heart elate.",joy,0.9041
_Strangled the glad imperial sun!_,joy,0.8653
"He chokes the infant throat with slime,",disgust,0.9667
Vial haunts of gore spill their quest,disgust,0.9179
"O Nation being and to be,",neutral,0.8954
"Of two fierce wolves, in dread of both alike:",fear,0.9731
For the joys thou hast loved so well;,joy,0.9719
"The Merchants reckon up their gold,",neutral,0.8983
Enjoyed his heaven beneath this shade:,joy,0.9741
Put might in him to say thereby,neutral,0.8576
A love to hold the growing way,joy,0.973
And the landing-stage of copper.,neutral,0.9087
Are all the gallows' need:,neutral,0.8722
"When by rude Boreas' rage or Eurus' strown,",anger,0.9769
"Haply that child in fearful doubt may gaze,",fear,0.9771
"These, who were childless, are not they who gave",neutral,0.8992
" Thus in a poem on the Fear of Death, ascribed to the Duke of",fear,0.9852
A tender glamour about them wove;,joy,0.9212
Here comes mother with the blankets,neutral,0.9009
"_I charge O yee daughters of _Jerusalem_, that yee stirre",anger,0.9508
"With these and others like to them, I saw",neutral,0.8742
"The thing will be that is to be,",neutral,0.8888
When the pastor heard the praise of the maiden thus utter'd,disgust,0.9503
Answer in the words which follow:,neutral,0.9616
('Tis but a petitioning kinde fate),neutral,0.8892
"And tho' wronged by him living, bewailed him, when dead.",anger,0.9591
"shall have My peace and friendship, My bliss and blessing in the",joy,0.9223
While a Demon's arms and eyes,disgust,0.8934
"Of silence as more perilous I deem'd,",fear,0.9663
"Through vaulted mountains, and a night of woods,",fear,0.9663
And stole that flower's turquoise blue.,neutral,0.8891
"Return'd from battle; in that track he flew,",neutral,0.8857
"they heard no pitiful answer in return. ""If,"" said Agamemnon,",sadness,0.9644
"“Why run the trembling hosts, as flee",fear,0.9873
"Hugh Colway jovial, bold and hearty,",joy,0.9222
"And Moxen shall absorb thy smiles and tears.""",joy,0.8718
And we down the golden treasure,neutral,0.8564
"Also two and three of bearskins,",neutral,0.9207
Like the last of the leaves left on,neutral,0.8614
"Is over, and the ruins of my soul",sadness,0.9276
and his Usbeg lances fail:,sadness,0.9287
"O Life, I had not life enough to strive!",sadness,0.8751
Open and flow.,neutral,0.9183
"The moon smiled on her upturned face, and close",joy,0.8754
"And Happiness sought me,",joy,0.8885
Clearly show,neutral,0.8661
More bright on Bethlehem's joyous plains,joy,0.9869
Fire beneath your feet the mine!,anger,0.8746
At least thou art from some fierce tigress come;,anger,0.9246
For they were Stiles and Nokes.,neutral,0.9106
Thalami ornamentis navigavit,neutral,0.9121
"By at the gallop he goes, and then",neutral,0.878
"My joy, my exultation,",anger,0.9587
"With the ambassadors, who come in vain",sadness,0.9384
We have earned our days of revel;,joy,0.9202
On the saddest child of Northland;,sadness,0.9809
And Fame proclaim'd him champion of the right.,neutral,0.8784
With many a curve my bank I fret,fear,0.9688
I wait the issue of a battling Age;,neutral,0.9491
A bullock's the grandest thing out.,joy,0.9221
Near it lies the impious head,disgust,0.869
"To greet thee, girt by all his friends.”",joy,0.9225
And he carved in wood the image,neutral,0.8702
"The bread comes back in many days,",neutral,0.8801
"Sailor-men, merchant-men, coasters, immigrants,",neutral,0.9404
You leave an example and a bequest,neutral,0.9108
The years of man amount to; but we'll say,neutral,0.859
And gives the rivet of eternity.,neutral,0.884
That memory out of wreck could save,neutral,0.8972
the national literature. Thus his language never became trite and,neutral,0.8532
with coloured frontispiece.,neutral,0.8639
"And see that all is still,",neutral,0.9106
But I send you a cream white rosebud,neutral,0.8818
"A wistful stray of radiance on this earth,",fear,0.9043
Sings to the blades of the grass below?,disgust,0.8907
"With a burning heart and a soul in thrall,",anger,0.97
"""Then seek (they said) a worthier quest, secure",neutral,0.9662
Back to the primal rational of those,neutral,0.8806
"Alliolyle lies not alone,",sadness,0.9522
"Or it may mack the critics spoort,",neutral,0.8878
"God is in all. With tears our eyes are dim,",sadness,0.9483
"O sleep, sweet sleep! in vain, in vain",sadness,0.9642
They had on mantles with the hoods low down,neutral,0.9119
That still her only daughter her aged eyes might see.,neutral,0.8576
These were things she sought for years and sorrowed after.,sadness,0.9774
Dancing in festive ring angelical.,joy,0.9677
As Mary's welcome home.,joy,0.8749
Stayed in mid-roar the merry shout.,joy,0.9624
"Shall come, he will with vest and mantle fair",neutral,0.922
In me only the root is,neutral,0.9063
That like a nightly nightmare lay,fear,0.9691
"Wainamoinen, old and truthful,",neutral,0.8902
"Where Frederick crouches on his knees,",disgust,0.8769
Before I heard them call.,fear,0.8712
In port the bickering pennons show,anger,0.9289
"Then drop the paste,",neutral,0.9239
The living and the dead at his command,disgust,0.9054
"It marks the current Hours show leaf by leaf,",neutral,0.907
"Are gone, my sad Leontia, to their graves,",sadness,0.969
""" `There passes not a month, but in that space",neutral,0.8566
Should simultaneous raise their battle-cry:,neutral,0.8666
"He hath deificacion,",neutral,0.92
"Furnish'd with plenteous cheer, they feasted all",joy,0.8985
"weeping bitterly as she took the bow out of its case, and when",anger,0.8621
Impurpled with celestial roses smiled.,joy,0.8932
Nor dream of being afraid;,fear,0.9889
To scare a second robber from his prey?,fear,0.9504
That he find one who will his prowess bend,neutral,0.8509
"And there are paths and deeds of theirs, and days,",neutral,0.9613
pan. Bake at 375°F. for 35 to 40 minutes or until light,neutral,0.8566
"As whose would fain be friends! How must you sigh,",sadness,0.871
Eternal calm that fronts whatever fate.,neutral,0.8689
That were moved of the balm-breathing gale.,neutral,0.8809
"Within their haunted depths still hold,",fear,0.908
And be his death's delight.,joy,0.8573
Bind with these chains your golden youth;,neutral,0.851
"Preserve the people of fin-twinkling fish,",neutral,0.8827
The word 'candidiores' suggests the same qualities of a beautiful,neutral,0.8577
"Looking upward, invitingly beaming.",joy,0.9386
"Hic, o scilicet hic brevi sub antro",neutral,0.8727
Breaks into daffodils.,neutral,0.8737
Within our streets men cry for bread,sadness,0.8815
Hear the woes that infants bear--,sadness,0.9407
"Ther is no regne of alle outtake,",neutral,0.9135
In youthfu' bloom-love sparkling in her e'e--,joy,0.9292
"But for fear of my licence I said not a word,",fear,0.9857
Their minds off love.  So far her thoughts had ranged,neutral,0.9233
Nor slightest touch of sadness.,sadness,0.9778
"'And storms of disappointment, all o'erpast,",sadness,0.9541
"To drag at them and suck down side and beak,",disgust,0.9319
The other would make pictures,neutral,0.9168
"The great and noble company,",joy,0.9143
Fit for the model of a statuary,neutral,0.879
The lord of Tapton Hall.,disgust,0.9108
"So was the contract sealed between the pair,",neutral,0.9515
Why art thou angry with my tale now?,anger,0.9731
authorship of which is unknown.,neutral,0.8704
"On the green banks which that fair stream inbound,",neutral,0.8714
When thou shalt charge me with so black a deed?,anger,0.95
"But till I reach the end, I check the ardor",neutral,0.9356
Where the athlete storm-wind strives,neutral,0.9331
"Even glad, to take my place, perchance for less.""",joy,0.9718
"And I must illustrate these tales,",neutral,0.8586
"Abode his Hour or two, and went his way.",neutral,0.8717
"And smiling up into his candle shine,",joy,0.9137
Are painted by Landseer in sweet Pimlico.,neutral,0.873
The boat for joy could not to dance forbear;,joy,0.9566
"Epicharmus of Megara, or rather had, at least for the most part,",neutral,0.9298
Thou dreamest of the crown hung o'er thy head--,fear,0.8747
The drunkard swears and touches the harlot's heartstrings,disgust,0.9559
"Met thy long-lost, wayward daughter,",sadness,0.9668
Erect and stately as a palm.,disgust,0.9611
"When you come back, I'll have the papers signed.",neutral,0.9465
Like vast Caryatids upholding the age.,neutral,0.9237
"His limbs were quarter'd, and were hung, all mutilate and bare,",disgust,0.85
Rise the lone sorrows of thy breast.--,sadness,0.9642
"Come follow then, and bid base fear avaunt,",fear,0.9528
Nor did the sage Vibhishaṇ long,neutral,0.8787
"Consider, listen, or inquire;",neutral,0.8531
"Them like some picture, or some mould",neutral,0.882
"(Villegas, _Al céfiro_)",neutral,0.9018
"And shaking and quaking,",fear,0.9571
"Burn the young plants, and wield the stubborn axe",anger,0.9582
"And hear the voice of mirth, and song rebound,",joy,0.8866
Anachronistic; as to that,surprise,0.8724
Mark no longer,neutral,0.8637
"""I shall not vex you with my face",anger,0.9563
In the white lip and tremor of the face.,fear,0.9327
"Thy child so dear in brave attire,",joy,0.966
"My Godhead, that so hot thy fury burns?",anger,0.973
"""When on this Frank your vengeance you would wreak;",anger,0.9265
Standing demure and with a halter bound;,disgust,0.9251
"And still her service was so radiant,",joy,0.8685
